name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2018 Honda Civic EX,Honda,Gray,24040,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Polished Metal Metallic,Black,Automatic CVT,FWD,SHHFK7H52JU211943
2018 Honda Civic Touring,Honda,Black,27590,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC1F99JE002335
2018 Honda Civic EX,Honda,Black,22130,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F74JE019032
2018 Honda Civic EX,Honda,White,22130,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Taffeta White,Black,Automatic CVT,FWD,19XFC2F72JE024598
2018 Honda Civic Sport Touring,Honda,Gray,29390,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Polished Metal Metallic,Black,Automatic CVT,FWD,SHHFK7H91JU207451
2018 Honda Civic LX,Honda,Blue,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F50JE025585
2018 Honda Civic EX,Honda,White,24040,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Taffeta White,Black,Automatic CVT,FWD,SHHFK7H57JU214904
2018 Honda Civic LX,Honda,Blue,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F51JE024266
2018 Honda Civic EX,Honda,Black,24040,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H55JU214187
2018 Honda Civic LX,Honda,Gray,20515,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Polished Metal Metallic,Black,Automatic CVT,FWD,19XFC2F52JE001935
2018 Honda Civic EX-T,Honda,Silver,23290,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC1F3XJE002646
2018 Honda Civic LX,Honda,Blue,19730,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Cosmic Blue Metallic,Gray,6-Speed Manual,FWD,19XFC2E59JE011198
2018 Honda Civic LX,Honda,Blue,20530,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Aegean Blue Metallic,Black,Automatic CVT,FWD,2HGFC2F50JH532556
2018 Honda Civic LX,Honda,Silver,20530,Richardson Motors,(563) 239-2187,4.9,222,,77,Lunar Silver,Black,Automatic CVT,FWD,19XFC2F56JE011139
2018 Honda Civic EX-T,Honda,Silver,23290,Richardson Motors,(563) 239-2187,4.9,222,,77,Lunar Silver,Black,Automatic CVT,FWD,JHMFC1F38JX002708
2018 Honda Civic EX,Honda,White,24040,Richardson Motors,(563) 239-2187,4.9,222,,77,White,Black,Automatic CVT,FWD,SHHFK7H59JU216864
2018 Honda Civic EX,Honda,White,22130,Richardson Motors,(563) 239-2187,4.9,222,,77,White,Black,Automatic CVT,FWD,19XFC2F78JE011581
2018 Honda Civic EX,Honda,White,22130,Richardson Motors,(563) 239-2187,4.9,222,,77,White,Black,Automatic CVT,FWD,19XFC2F78JE023939
2018 Honda Civic EX-T,Honda,Blue,23290,Richardson Motors,(563) 239-2187,4.9,222,,77,Aegean Blue,Black,Automatic CVT,FWD,JHMFC1F37JX001548
2018 Honda Civic EX,Honda,Blue,23890,Richardson Motors,(563) 239-2187,4.9,222,,77,Aegean Blue,Black,Automatic CVT,FWD,SHHFK7H5XJU211351
2018 Honda Civic LX-P,Honda,White,21940,Richardson Motors,(563) 239-2187,4.9,222,,77,Taffeta White,Black,Automatic CVT,FWD,2HGFC4B02JH300515
2018 Honda Civic EX,Honda,Gray,24040,Richardson Motors,(563) 239-2187,4.9,222,,77,Gray,Black,Automatic CVT,FWD,SHHFK7H57JU214949
2018 Honda Civic EX,Honda,Black,22130,Racine Honda,(262) 324-1178,4.7,181,,79,Crystal Black Pearl,Black,CVT w/OD,FWD,19XFC2F72JE025265
2018 Honda Civic EX,Honda,Blue,22130,Brian Bemis Imports,(779) 222-2609,3.8,25,,83,Cosmic Blue Metallic,,Automatic CVT,FWD,19XFC2F70JE017181
2018 Honda Civic LX-P,Honda,Blue,21940,Brian Bemis Imports,(779) 222-2609,3.8,25,,83,Aegean Blue Metallic,,Automatic CVT,FWD,2HGFC4B04JH301939
2018 Honda Civic EX,Honda,Silver,24040,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Silver,,continuously variable,Front Wheel Drive,SHHFK7H59JU216959
2018 Honda Civic LX,Honda,Blue,19730,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Blue,,6-SPEED M/T,Front Wheel Drive,19XFC2E51JE026956
2018 Honda Civic EX,Honda,White,22130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,White,,continuously variable (cvt),Front Wheel Drive,19XFC2F78JE004405
2018 Honda Civic EX,Honda,Purple,22130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Purple,,continuously variable (cvt),Front Wheel Drive,19XFC2F71JE015066
2018 Honda Civic LX,Honda,Gray,21530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable (cvt),Front Wheel Drive,19XFC2F60JE001361
2018 Honda Civic EX,Honda,Black,22130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Black,,continuously variable (cvt),Front Wheel Drive,19XFC2F75JE026815
2018 Honda Civic LX,Honda,Black,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Black,,continuously variable (cvt),Front Wheel Drive,19XFC2F55JE024173
2018 Honda Civic Sport,Honda,Gray,23340,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Polished Metal Metallic,,continuously variable,Front Wheel Drive,SHHFK7H48JU212067
2018 Honda Civic EX,Honda,Black,24040,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Black,,continuously variable,Front Wheel Drive,SHHFK7H55JU215551
2018 Honda Civic EX,Honda,Silver,24040,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Silver,,continuously variable,Front Wheel Drive,SHHFK7H51JU213635
2018 Honda Civic Touring,Honda,Gray,27590,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable (cvt),Front Wheel Drive,19XFC1F93JE001410
2018 Honda Civic LX,Honda,White,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,White,,continuously variable (cvt),Front Wheel Drive,19XFC2F50JE017521
2017 Honda Civic Si,Honda,Other,24775,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,Black,6-Speed Manual w/OD,FWD,2HGFC3A5XHH755002
2018 Honda Civic LX,Honda,Other,20530,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC2F56JE029608
2017 Honda Civic Touring,Honda,Other,27060,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,Aegean Blu Met,,CVT w/OD,FWD,2HGFC3B94HH354174
2018 Honda Civic Sport Touring,Honda,Gray,29540,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,Gray,,CVT w/OD,FWD,SHHFK7H95JU213110
2018 Honda Civic EX-T,Honda,Other,23290,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC1F33JE002407
2018 Honda Civic LX,Honda,Gray,20530,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,Modern Stl Met,,CVT w/OD,FWD,19XFC2F57JE007245
2018 Honda Civic LX,Honda,Other,20530,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC2F55JE025050
2018 Honda Civic EX,Honda,Gray,22130,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Modern Steel Metallic,Black,CVT w/OD,FWD,19XFC2F7XJE003191
2018 Honda Civic EX,Honda,Gray,22130,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Modern Steel Metallic,Gray,CVT w/OD,FWD,19XFC2F78JE015131
2018 Honda Civic LX,Honda,Black,22575,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Crystal Black Pearl,Black,CVT w/OD,FWD,SHHFK7H30JU202303
2018 Honda Civic EX-L Navi,Honda,Gray,26540,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Polished Metal Metallic,Black,CVT w/OD,FWD,SHHFK7H75JU211467
2018 Honda Civic Si,Honda,Black,24990,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Crystal Black Pearl,Black,6-Speed Manual w/OD,FWD,2HGFC3A50JH751899
2018 Honda Civic EX-T,Honda,White,23290,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,White Orchid Pearl,Ivory,CVT w/OD,FWD,19XFC1F38JE002385
2018 Honda Civic EX-T,Honda,Black,23290,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Crystal Black Pearl,Black,CVT w/OD,FWD,19XFC1F33JE002097
2018 Honda Civic EX-L Navi,Honda,Gray,26390,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Polished Metal Metallic,Black,CVT w/OD,FWD,SHHFK7H74JU211461
2018 Honda Civic Touring,Honda,White,27590,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,White Orchid Pearl,Black,CVT w/OD,FWD,19XFC1F90JE001137
2018 Honda Civic LX,Honda,Silver,21740,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Lunar Silver Metallic,Black,Automatic CVT,FWD,SHHFK7H23JU214985
2018 Honda Civic EX,Honda,Blue,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F78JE018420
2018 Honda Civic LX,Honda,White,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Taffeta White,Ivory,Automatic CVT,FWD,19XFC2F53JE023118
2018 Honda Civic Si,Honda,Gray,24975,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Modern Steel Metallic,Black,6-Speed Manual,FWD,2HGFC3A56JH750501
2018 Honda Civic EX,Honda,Gray,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Modern Steel Metallic,Gray,Automatic CVT,FWD,19XFC2F78JE022404
2018 Honda Civic LX,Honda,Silver,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F5XJE028493
2018 Honda Civic EX,Honda,Gray,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Modern Steel Metallic,Gray,Automatic CVT,FWD,19XFC2F74JE019578
2018 Honda Civic LX,Honda,Black,21740,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H28JU216604
2018 Honda Civic EX,Honda,Gray,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Modern Steel Metallic,Black,Automatic CVT,FWD,19XFC2F7XJE025899
2018 Honda Civic EX,Honda,Blue,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F70JE028892
2018 Honda Civic LX,Honda,Black,22740,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H39JU214014
2018 Honda Civic LX,Honda,Red,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Burgundy Night Pearl,Ivory,Automatic CVT,FWD,19XFC2F58JE011935
2018 Honda Civic EX,Honda,Silver,22130,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Lunar Silver Metallic,Black,continuously variable (cvt),Front Wheel Drive,19XFC2F70JE026527
2018 Honda Civic LX,Honda,White,20530,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Taffeta White,Ivory Seat Trim,continuously variable (cvt),Front Wheel Drive,19XFC2F50JE008320
2018 Honda Civic EX-L,Honda,Blue,24790,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Cosmic Blue Metallic,Gry Lth,continuously variable (cvt),Front Wheel Drive,19XFC1F71JE001937
2018 Honda Civic EX,Honda,Gray,23290,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Modern Stl Met,Black,continuously variable (cvt),Front Wheel Drive,19XFC1F33JE002293
2018 Honda Civic EX,Honda,Blue,23290,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Cosmic Blue Metallic,Gray,continuously variable (cvt),Front Wheel Drive,19XFC1F33JE002360
2018 Honda Civic EX,Honda,Black,24040,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Crystal Black Pearl,Blk Fabric,continuously variable,Front Wheel Drive,SHHFK7H55JU214173
2018 Honda Civic EX,Honda,Gray,22130,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Modern Stl Met,Black,continuously variable (cvt),Front Wheel Drive,19XFC2F74JE025834
2018 Honda Civic EX,Honda,Black,23290,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Crystal Black Pearl,Black,continuously variable (cvt),Front Wheel Drive,19XFC1F36JE002613
2018 Honda Civic EX,Honda,Gray,22130,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Modern Stl Met,Gray,continuously variable (cvt),Front Wheel Drive,19XFC2F77JE015153
2018 Honda Civic LX,Honda,Blue,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Cosmic Blue Metallic,Gray,6-Speed Manual,FWD,19XFC2E59JE026106
2018 Honda Civic EX-T,Honda,White,22490,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,White Orchid Pearl,Black,6-Speed Manual,FWD,19XFC1E33JE001582
2018 Honda Civic LX,Honda,Red,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Burgundy Night Pearl,Ivory,Automatic CVT,FWD,19XFC2F52JE024485
2018 Honda Civic Si,Honda,Black,24990,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Crystal Black Pearl,Black,6-Speed Manual,FWD,2HGFC1E59JH702523
2018 Honda Civic LX,Honda,Blue,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F59JE006016
2018 Honda Civic Sport,Honda,Black,23190,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H45JU208137
2018 Honda Civic EX,Honda,Gray,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Black,Automatic CVT,FWD,19XFC2F77JE020949
2018 Honda Civic EX-L,Honda,White,24515,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,White Orchid Pearl,Black,Automatic CVT,FWD,2HGFC3B71JH351687
2018 Honda Civic LX,Honda,Blue,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F54JE020566
2018 Honda Civic EX,Honda,Blue,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F7XJE007015
2018 Honda Civic LX,Honda,Black,21590,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H21JU211437
2018 Honda Civic LX,Honda,Black,21740,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H21JU214757
2018 Honda Civic LX,Honda,Red,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Burgundy Night Pearl,Ivory,Automatic CVT,FWD,19XFC2F55JE024481
2018 Honda Civic Si,Honda,White,24975,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,White Orchid Pearl,Black,6-Speed Manual,FWD,2HGFC1E58JH700391
2018 Honda Civic LX,Honda,Blue,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Cosmic Blue Metallic,,Automatic CVT,FWD,19XFC2F55JE007521
2018 Honda Civic EX-T,Honda,White,23290,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,White Orchid Pearl,Black,Automatic CVT,FWD,19XFC1F34JE001301
2018 Honda Civic EX,Honda,Gray,23890,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Polished Metal Metallic,Black,Automatic CVT,FWD,SHHFK7H5XJU208286
2018 Honda Civic LX,Honda,Black,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F59JE020689
2018 Honda Civic EX,Honda,Black,23875,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H57JU204017
2018 Honda Civic LX,Honda,Blue,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F54JE025587
2018 Honda Civic LX,Honda,Blue,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F59JE023754
2018 Honda Civic LX,Honda,Black,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F58JE029058
2018 Honda Civic LX,Honda,Gray,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Modern Steel Metallic,Black,Automatic CVT,FWD,19XFC2F55JE014310
2018 Honda Civic LX,Honda,Blue,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Dyno Blue Pearl,Black,Automatic CVT,FWD,19XFC2F53JE020655
2018 Honda Civic EX,Honda,Red,23875,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Rallye Red,Black,Automatic CVT,FWD,SHHFK7H50JU204442
2018 Honda Civic LX-P,Honda,Green,21940,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Energy Green Pearl,Black,Automatic CVT,FWD,2HGFC4B00JH301176
2018 Honda Civic EX,Honda,Silver,24040,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Lunar Silver Metallic,Black,Automatic CVT,FWD,SHHFK7H52JU216897
2018 Honda Civic EX,Honda,Blue,22130,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F77JE028467
2018 Honda Civic LX,Honda,Gray,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Modern Steel Metallic,Gray,Automatic CVT,FWD,19XFC2F55JE005591
2018 Honda Civic Si,Honda,Green,24975,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Energy Green Pearl,Black,6-Speed Manual,FWD,2HGFC3A51JH750521
2018 Honda Civic LX,Honda,Black,19730,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Crystal Black Pearl,Black,6-Speed Manual,FWD,19XFC2E56JE014401
2017 Honda Civic Touring,Honda,Black,27475,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC1F97HE024828
2018 Honda Civic EX,Honda,Blue,22130,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F74JE005714
2018 Honda Civic Sport,Honda,Black,22375,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Crystal Black Pearl,Black,6-Speed Manual,FWD,SHHFK7G46JU205779
2018 Honda Civic EX-T,Honda,Brown,23290,Bergstrom Imports of Oshkosh,(877) 468-2919,3,740,,74,Mocha Steel,Black,Automatic CVT,FWD,19XFC1F34JE002058
2018 Honda Civic EX-L,Honda,Gray,24790,Richardson Motors,(563) 239-2187,4.9,222,,77,Gray,Black,Automatic CVT,FWD,19XFC1F79JE002706
2018 Honda Civic EX-T,Honda,Silver,23375,Richardson Motors,(563) 239-2187,4.9,222,,77,Lunar Silver,Black / Gray,Automatic CVT,FWD,2HGFC3B35JH350183
2018 Honda Civic LX,Honda,Silver,20530,Richardson Motors,(563) 239-2187,4.9,222,,77,Lunar Silver,Black,Automatic CVT,FWD,19XFC2F54JE019157
2018 Honda Civic LX,Honda,White,20530,Richardson Motors,(563) 239-2187,4.9,222,,77,Taffeta White,Ivory,Automatic CVT,FWD,19XFC2F50JE012979
2018 Honda Civic EX-T,Honda,Silver,23290,Richardson Motors,(563) 239-2187,4.9,222,,77,Lunar Silver,Black,Automatic CVT,FWD,19XFC1F36JE001378
2018 Honda Civic EX,Honda,Blue,22130,Racine Honda,(262) 324-1178,4.7,181,,79,Blue Metallic,Gray,CVT w/OD,FWD,19XFC2F70JE025474
2018 Honda Civic LX,Honda,Black,20140,Racine Honda,(262) 324-1178,4.7,181,,79,Crystal Black Pearl,,6-Speed Manual w/OD,FWD,2HGFC4A5XJH301862
2018 Honda Civic EX,Honda,Silver,24040,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Silver,,continuously variable,Front Wheel Drive,SHHFK7H54JU214231
2018 Honda Civic EX,Honda,Blue,22130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Blue,,continuously variable (cvt),Front Wheel Drive,19XFC2F77JE028470
2018 Honda Civic EX,Honda,Other,22130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,,,continuously variable (cvt),Front Wheel Drive,19XFC2F79JE014487
2018 Honda Civic LX,Honda,Black,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Black,,continuously variable (cvt),Front Wheel Drive,19XFC2F55JE020365
2018 Honda Civic LX,Honda,Black,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Black,,continuously variable (cvt),Front Wheel Drive,19XFC2F50JE026428
2018 Honda Civic EX,Honda,Other,22130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,,,continuously variable (cvt),Front Wheel Drive,19XFC2F76JE024331
2018 Honda Civic LX,Honda,Purple,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Purple,,continuously variable (cvt),Front Wheel Drive,19XFC2F55JE004652
2018 Honda Civic EX,Honda,Gray,23130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable (cvt),Front Wheel Drive,19XFC2F8XJE027872
2018 Honda Civic Sport,Honda,Silver,23340,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Silver,,continuously variable,Front Wheel Drive,SHHFK7H43JU214325
2018 Honda Civic LX,Honda,Black,21530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Black,,continuously variable (cvt),Front Wheel Drive,19XFC2F69JE026243
2017 Honda Civic LX,Honda,Gray,20415,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,Modern Stl Met,,CVT w/OD,FWD,19XFC2F56HE073747
2018 Honda Civic LX-P,Honda,Other,21940,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,2HGFC4B09JH303251
2017 Honda Civic LX,Honda,Gray,20415,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,Modern Stl Met,,CVT w/OD,FWD,19XFC2F58HE072339
2018 Honda Civic LX,Honda,Other,19730,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,6-Speed Manual w/OD,FWD,19XFC2E58JE027375
2018 Honda Civic EX,Honda,Blue,22130,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,Aegean Blue,,CVT w/OD,FWD,19XFC2F74JE010752
2018 Honda Civic EX-T,Honda,Other,23290,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC1F34JE001895
2017 Honda Civic LX,Honda,Red,20415,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,Burgundy,,CVT w/OD,FWD,19XFC2F58HE069862
2018 Honda Civic EX,Honda,Other,22130,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,San Marno/Milan,,CVT w/OD,FWD,2HGFC2F75JH508965
2017 Honda Civic EX-L,Honda,Black,25675,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,Crystal Blk Prl,,CVT w/OD,FWD,19XFC1F83HE029757
2018 Honda Civic LX,Honda,Blue,20530,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Aegean Blue Metallic,Black,CVT w/OD,FWD,19XFC2F56JE025591
2018 Honda Civic LX,Honda,Blue,20940,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Aegean Blue Metallic,Gray,CVT w/OD,FWD,2HGFC4B58JH301549
2018 Honda Civic LX-P,Honda,Black,21940,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Crystal Black Pearl,Blk/Gray,CVT w/OD,FWD,2HGFC4B06JH300937
2018 Honda Civic EX,Honda,Blue,22130,McGrath Honda of St. Charles,(877) 221-4574,3.7,109,,97,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F72JE015738
2018 Honda Civic Si,Honda,Gray,24990,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Modern Steel,Black,6-Speed Manual,FWD,2HGFC3A52JH752651
2018 Honda Civic EX-L,Honda,Gray,24790,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Modern Steel,Black,Automatic CVT,FWD,19XFC1F78JE002700
2018 Honda Civic EX,Honda,White,24040,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Crystal,Black,Automatic CVT,FWD,SHHFK7H50JU214937
2018 Honda Civic EX,Honda,Silver,23890,McGrath Honda of St. Charles,(877) 221-4574,3.7,109,,97,Lunar Silver Metallic,Black,Automatic CVT,FWD,SHHFK7H54JU211328
2018 Honda Civic EX,Honda,Black,23890,McGrath Honda of St. Charles,(877) 221-4574,3.7,109,,97,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H54JU211507
2018 Honda Civic LX,Honda,Black,20530,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Black,Black,Automatic CVT,FWD,19XFC2F51JE020671
2018 Honda Civic EX-L,Honda,Black,24790,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC1F71JE002845
2018 Honda Civic EX-L,Honda,Silver,24790,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Lunar Silver,Black,Automatic CVT,FWD,19XFC1F72JE001624
2018 Honda Civic LX,Honda,White,20530,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Crystal,Black,Automatic CVT,FWD,19XFC2F57JE022862
2018 Honda Civic EX-T,Honda,Black,23290,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Black,Black,Automatic CVT,FWD,19XFC1F39JE001892
2018 Honda Civic EX,Honda,Black,23890,McGrath Honda of St. Charles,(877) 221-4574,3.7,109,,97,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H51JU208516
2018 Honda Civic EX,Honda,White,25040,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Crystal,Black,Automatic CVT,FWD,SHHFK7H62JU215418
2016 Honda Civic LX-P,Honda,Red,21685,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Rallye Red,Black,Automatic CVT,FWD,2HGFC4B07GH309039
2018 Honda Civic Sport,Honda,Blue,23340,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Sonic Blue,Black,Automatic CVT,FWD,SHHFK7H44JU213507
